444.09	129.12	39.249	2.9790	5.9850	3.6830
448.36	129.09	39.187	3.0420	5.1550	3.5230
443.46	129.46	39.121	3.2000	5.6640	3.5560
447.72	129.48	39.510	2.8830	5.0260	3.4270
447.70	129.22	39.284	3.3290	5.0910	3.8090
448.66	129.47	39.378	2.9140	5.3160	3.4250
446.52	129.18	39.379	3.4260	5.0270	3.3930
448.73	129.22	39.443	3.2350	5.4080	3.8420
447.77	129.82	39.090	2.8800	4.9930	3.6490
443.57	129.18	39.347	3.1690	4.8020	3.6480
447.38	129.44	39.510	2.7530	5.5690	3.5540
447.32	129.12	39.538	3.0730	5.4100	3.6490
447.38	129.40	38.993	3.1690	5.1880	3.4910
443.89	129.25	39.668	3.0730	5.4770	3.5870
449.08	129.05	38.895	2.7530	5.5050	3.5860
444.15	128.79	39.695	3.0410	5.0260	3.6830
446.52	129.12	39.187	3.3930	5.5370	3.6810
446.83	129.37	39.508	2.9130	5.5390	3.8090
443.70	129.08	39.314	3.4240	5.2160	3.5210
444.89	129.09	39.220	2.8810	5.1870	3.4590
