4.3154	1.0176	896.26	7.0770	10.180	8.9630
4.3133	1.0184	898.43	6.8840	10.755	8.4520
4.3142	1.0180	902.24	7.4580	10.468	11.877
4.3170	1.0211	898.19	7.3620	10.628	8.6100
4.3114	1.0212	895.16	6.9770	10.596	8.5170
4.3138	1.0172	900.20	6.9470	10.180	8.4840
4.5417	1.2519	905.42	6.7880	10.087	10.628
4.3150	1.0186	897.39	7.2040	10.339	8.6450
4.3148	1.0277	904.16	7.2020	10.214	8.6150
4.3128	1.0233	900.97	7.2030	10.245	8.4190
4.3146	1.0212	899.88	6.9140	10.660	9.9250
4.3092	1.0237	899.07	7.3320	10.179	8.6120
4.3136	1.0246	901.25	7.0760	10.149	8.3860
4.3129	1.0187	895.86	6.9460	10.468	8.6420
4.5485	1.0248	898.04	6.9790	10.410	10.723
4.3131	1.0235	899.15	6.9780	10.757	8.7700
4.3121	1.0206	894.91	7.2030	10.565	8.3260
4.3161	1.0173	898.58	6.9770	10.532	8.5150
4.3101	1.0191	898.18	7.0450	10.180	8.4190
4.3174	1.0227	897.64	7.2350	10.118	8.6750
