190.12	17.221	1.8505	4.2250	9.9978	18.282
188.41	17.942	1.8609	4.1920	10.058	19.558
187.90	18.095	2.2070	4.0960	9.8871	20.511
188.92	17.369	1.8689	3.7770	10.421	19.144
189.27	17.029	1.8665	3.8740	9.9362	18.225
189.62	17.734	1.8592	4.0000	10.071	18.542
189.26	17.828	1.8695	4.4500	10.003	18.259
188.95	17.756	1.8539	4.1600	9.9858	19.645
189.26	17.955	2.2207	3.9070	10.075	19.304
189.43	17.698	2.1579	4.0970	9.9647	18.188
189.65	17.493	1.8727	4.2570	10.122	18.438
188.73	18.425	1.8793	4.1610	10.235	18.443
191.19	17.275	1.8460	4.0320	10.223	19.310
192.40	18.379	1.8782	4.0010	10.043	19.315
192.83	17.160	2.0944	3.7130	10.321	18.499
189.92	17.627	1.8668	4.3210	10.257	19.298
189.50	18.760	1.8745	4.3210	9.9001	18.763
191.13	17.650	1.8768	4.0320	9.8806	18.340
188.92	17.753	1.8637	4.2890	10.363	18.268
191.39	17.541	1.8692	4.1600	10.049	18.245
