3.1186	1.1784	350.88	6.3400	7.4620	1.5370
3.1141	1.1810	349.42	6.2120	7.0770	1.4410
3.1121	1.1808	350.13	6.0500	7.2680	1.4400
3.1260	1.1787	349.42	6.1460	7.3640	1.5370
4.4757	1.1888	371.58	6.0190	7.2710	1.4410
3.1068	1.1767	350.63	6.1790	7.0470	1.4410
3.1133	1.1790	350.29	6.1480	7.6190	1.4410
3.3239	1.1804	356.55	6.2430	7.4260	1.7610
3.1212	1.1794	350.05	6.1160	7.0800	1.4410
3.1076	1.1817	349.41	6.3420	7.4910	1.4410
3.3401	1.8677	365.58	6.4020	8.2280	1.7930
3.4108	1.7931	365.42	6.2430	7.0730	1.4720
3.0985	1.1788	350.61	5.8910	7.3330	1.4410
3.1252	1.1773	349.63	5.9540	7.3630	1.4400
3.1059	1.1830	349.77	6.0840	7.2360	1.4410
3.3549	1.6302	364.25	6.0840	8.0400	1.8890
3.1156	1.1777	350.15	6.2100	7.4310	1.5050
4.5012	1.1884	368.92	6.3720	7.6540	1.4400
3.3381	1.1841	362.53	6.3410	7.7810	1.9220
3.1175	1.1812	349.06	6.3380	7.4590	1.4400
