sep=,
1.384, 2.183, 0.000, 0.799, 
7.611, 4.524, 3.087, 0.000, 
0.000, 1.557, 2.426, 3.983, 
0.000, 3.190, 0.015, 3.205, 
3.886, 6.279, 0.000, 2.393, 
4.119, 0.375, 3.744, 0.000, 
