3.1371	1.0737	218.27	6.0840	7.3660	4.9960
3.1319	1.0756	218.33	6.1170	7.1090	4.9630
3.1349	1.0747	217.99	6.2770	7.2690	4.9620
3.1472	1.0729	218.38	6.0510	7.0430	4.8040
3.1315	1.0716	218.92	6.0840	7.3310	5.0890
3.1437	1.0734	218.59	6.2450	7.3340	4.9640
3.1394	1.0711	218.92	6.4350	7.4260	4.9940
3.1390	1.0751	217.74	5.9530	7.4600	4.9940
3.1433	1.0743	218.95	6.2450	7.3320	4.8360
3.1443	1.0724	218.42	6.1460	7.4910	4.9300
3.3792	1.0788	221.37	6.0530	7.5600	4.8040
3.6538	1.0807	222.58	5.9890	7.3340	5.3150
3.1418	1.0717	218.37	5.9540	7.7820	4.8320
3.1319	1.0739	219.03	6.5640	7.5250	4.6750
3.1489	1.0733	218.34	6.3090	7.2040	4.8980
3.1473	1.0730	218.46	6.2440	7.4280	4.9320
3.1431	1.0790	218.53	6.2740	6.9810	4.9310
3.1441	1.0722	218.30	6.2450	7.3320	4.8660
3.1300	1.0752	218.41	6.1800	7.1720	4.9610
3.1372	1.0733	218.49	6.2770	7.3630	4.9640
