3.9875	1.0740	67.519	3.8420	5.9890	3.6160
3.9800	1.0709	67.902	3.8100	6.1480	3.2020
3.9851	1.0726	67.708	3.9380	5.5370	3.6180
3.9836	1.0727	68.030	4.0650	6.3730	3.3280
3.9866	1.0747	67.904	3.9700	6.0200	3.3300
3.9802	1.0728	67.553	3.8730	5.4760	3.3620
3.9835	1.0731	67.825	4.0330	5.7610	3.2020
3.9797	1.0712	67.744	4.0990	6.3710	3.2340
3.9885	1.0732	67.327	3.7480	5.6670	3.3610
3.9811	1.0715	67.648	3.6820	6.1790	3.2330
3.9852	1.0728	68.193	3.7780	5.7950	3.2020
3.9811	1.0708	68.313	3.9680	6.1130	3.3950
3.9881	1.0760	67.515	3.6810	6.1790	3.2010
3.9826	1.0707	68.192	3.8730	6.0510	3.2020
3.9859	1.0733	67.905	3.6820	5.8910	3.2990
3.9817	1.0714	68.191	3.7140	5.9240	3.3610
3.9863	1.0730	67.168	3.5840	6.0170	3.2020
3.9801	1.0705	67.420	3.9690	5.9890	3.3610
3.9862	1.0735	67.262	3.7130	6.1780	3.4890
3.9817	1.0703	68.030	3.9700	6.3060	3.3620
